No,Tanggal,Sopir,Plat Nomor,Order,Volume (L),Pemasukan,Pengeluaran,Jenis Transaksi,Jumlah,Keterangan
377.0,2024-10-05,Pak Budi,H 3333 CC,Warung Makan Sari Rasa,8000.0,379356.0,0.0,Pemasukan,379356.0,Pembayaran lunas
378.0,2024-10-05,Pak Hendra,H 2222 BB,Depot Air Segar,8000.0,329688.0,0.0,Pemasukan,329688.0,Pembayaran lunas
379.0,2024-10-05,Pak Budi,H 1111 AA,Warung Bu Darmi,6000.0,335948.0,0.0,Pemasukan,335948.0,Pembayaran lunas
380.0,2024-10-05,Pak Budi,H 5678 XY,Warung Lesehan Berkah,6000.0,383298.0,0.0,Pemasukan,383298.0,Pembayaran lunas
381.0,2024-10-06,Pak Hendra,H 4444 DD,Warung Bu Darmi,8000.0,390826.0,0.0,Pemasukan,390826.0,Pembayaran lunas
382.0,2024-10-07,Pak Eko,H 3333 CC,Warung Bu Darmi,8000.0,291489.0,0.0,Pemasukan,291489.0,Pembayaran lunas
383.0,2024-10-07,Pak Dedi,H 1111 AA,Warung Makan Sari Rasa,10000.0,358571.0,0.0,Pemasukan,358571.0,Pembayaran lunas
384.0,2024-10-07,Pak Hendra,H 5678 XY,Toko Sumber Rejeki,8000.0,350642.0,0.0,Pemasukan,350642.0,Pembayaran lunas
385.0,2024-10-08,Pak Rudi,H 4444 DD,Servis Mesin,8400.0,0.0,217193.0,Pengeluaran,-217193.0,Biaya servis mesin
386.0,2024-10-08,Pak Budi,H 3333 CC,Depot Air Segar,10000.0,396508.0,0.0,Pemasukan,396508.0,Pembayaran lunas
387.0,2024-10-08,Pak Slamet,H 1111 AA,Toko Sumber Rejeki,8000.0,355403.0,0.0,Pemasukan,355403.0,Pembayaran lunas
388.0,2024-10-09,Pak Joko,H 3333 CC,Depot Tirta Jaya,10000.0,353827.0,0.0,Pemasukan,353827.0,Pembayaran lunas
389.0,2024-10-09,Pak Andi,H 4444 DD,Warung Lesehan Berkah,6000.0,335712.0,0.0,Pemasukan,335712.0,Pembayaran lunas
390.0,2024-10-09,Pak Andi,H 4444 DD,Depot Air Segar,10000.0,306025.0,0.0,Pemasukan,306025.0,Pembayaran lunas
391.0,2024-10-09,Pak Eko,H 5678 XY,Ganti Oli,8400.0,0.0,76033.0,Pengeluaran,-76033.0,Biaya ganti oli
392.0,2024-10-10,Pak Dedi,H 3333 CC,Warung Lesehan Berkah,8000.0,324065.0,0.0,Pemasukan,324065.0,Pembayaran lunas
393.0,2024-10-10,Pak Slamet,H 5678 XY,Warung Lesehan Berkah,8000.0,367775.0,0.0,Pemasukan,367775.0,Pembayaran lunas
394.0,2024-10-10,Pak Budi,H 2222 BB,Cuci Truk,8400.0,0.0,125220.0,Pengeluaran,-125220.0,Biaya cuci truk
395.0,2024-10-11,Pak Andi,H 1234 CD,Warung Lesehan Berkah,8000.0,393238.0,0.0,Pemasukan,393238.0,Pembayaran lunas
396.0,2024-10-11,Pak Joko,H 2222 BB,Depot Air Sehat,6000.0,341578.0,0.0,Pemasukan,341578.0,Pembayaran lunas
397.0,2024-10-11,Pak Slamet,H 3333 CC,Cuci Truk,8400.0,0.0,130521.0,Pengeluaran,-130521.0,Biaya cuci truk
398.0,2024-10-12,Pak Eko,H 4444 DD,Depot Tirta Jaya,8000.0,318931.0,0.0,Pemasukan,318931.0,Pembayaran lunas
399.0,2024-10-12,Pak Joko,H #### DD,Depot Air Sehat,6000.0,320154.0,0.0,Pemasukan,320154.0,Pembayaran lunas
400.0,2024-10-12,Pak Joko,H 4444 DD,Warung Bu Darmi,8000.0,324846.0,0.0,Pemasukan,324846.0,Pembayaran lunas
401.0,2024-10-12,Pak Dedi,H 4444 DD,Warung Bu Darmi,6000.0,313552.0,0.0,Pemasukan,313552.0,Pembayaran lunas
402.0,2024-10-13,Pak Eko,H 1111 AA,Isi Solar,8400.0,0.0,75481.0,Pengeluaran,-75481.0,Biaya isi solar
403.0,2024-10-13,Pak Hendra,H 4444 DD,Depot Tirta Jaya,6000.0,303741.0,0.0,Pemasukan,303741.0,Pembayaran lunas
404.0,2024-10-14,Pak Andi,H 1234 CD,Warung Bu Darmi,8000.0,378692.0,0.0,Pemasukan,378692.0,Pembayaran lunas
405.0,2024-10-14,Pak Hendra,H 2222 BB,Servis Mesin,8400.0,0.0,183888.0,Pengeluaran,-183888.0,Biaya
406.0,2024-10-14,Pak Dedi,H 1234 CD,Cuci Truk,8400.0,0.0,220106.0,Pengeluaran,-220106.0,Biaya cuci truk
407.0,2024-10-14,Pak Eko,H 1111 AA,Warung Lesehan Berkah,6000.0,371961.0,0.0,Pemasukan,371961.0,Pembayaran lunas
408.0,2024-10-15,Pak Eko,H 4444 DD,Toko Sumber Rejeki,6000.0,378964.0,0.0,Pemasukan,378964.0,Pembayaran lunas
409.0,2024-10-15,Pak Eko,H 1234 CD,Toko Maju Jaya,6000.0,328645.0,0.0,Pemasukan,328645.0,Pembayaran lunas
410.0,2024-10-15,Pak Hendra,H 5678 XY,Warung Makan Sari Rasa,8000.0,289204.0,0.0,Pemasukan,289204.0,Pembayaran lunas
411.0,2024-10-16,Pak Slamet,H 1234 CD,Depot Tirta Jaya,6000.0,382247.0,0.0,Pemasukan,382247.0,Pembayaran lunas
412.0,2024-10-16,Pak Slamet,H 4444 DD,Warung Makan Sari Rasa,10000.0,392200.0,0.0,Pemasukan,392200.0,Pembayaran lunas
413.0,2024-10-16,Pak Joko,H 3333 CC,Warung Bu Darmi,6000.0,286525.0,0.0,Pemasukan,286525.0,Pembayaran lunas
414.0,2024-10-17,Pak Joko,H 1234 CD,Warung Bu Darmi,10000.0,309190.0,0.0,Pemasukan,309190.0,Pembayaran lunas
415.0,2024-10-17,Pak Eko,H 1234 CD,Warung Bu Darmi,6000.0,290920.0,0.0,Pemasukan,290920.0,Pembayaran lunas
416.0,2024-10-18,Pak Dedi,H 3333 CC,Depot Air Sehat,10000.0,312871.0,0.0,Pemasukan,312871.0,Pembayaran lunas
417.0,2024-10-18,Pak Hendra,H 3333 CC,Depot Air Sehat,6000.0,302297.0,0.0,Pemasukan,302297.0,Pembayaran lunas
418.0,2024-10-18,Pak Hendra,H 1111 AA,Depot Tirta Jaya,6000.0,360318.0,0.0,Pemasukan,360318.0,Pembayaran lunas
419.0,2024-10-19,Pak Hendra,H 1234 CD,Toko Sumber Rejeki,8000.0,371647.0,0.0,Pemasukan,371647.0,Pembayaran lunas
420.0,2024-10-19,Pak Joko,H 1111 AA,Depot Tirta Jaya,8000.0,309159.0,0.0,Pemasukan,309159.0,Pembayaran lunas
421.0,2024-10-19,Pak Dedi,H 4444 DD,Warung Bu Darmi,6000.0,335887.0,0.0,Pemasukan,335887.0,Pembayaran lunas
422.0,2024-10-19,Pak Rudi,H 4444 DD,Depot Tirta Jaya,10000.0,289638.0,0.0,Pemasukan,289638.0,Pembayaran lunas
423.0,2024-10-20,Pak Andi,H 1234 CD,Toko Sumber Rejeki,10000.0,287973.0,0.0,Pemasukan,287973.0,Pembayaran lunas
424.0,2024-10-20,Pak Eko,H 1111 AA,Warung Bu Darmi,10000.0,381428.0,0.0,Pemasukan,381428.0,Pembayaran lunas
425.0,2024-10-21,Pak Andi,H #### CC,Depot Air Sehat,6000.0,390728.0,0.0,Pemasukan,390728.0,Pembayaran lunas
426.0,2024-10-21,Pak Budi,H 3333 CC,Warung Bu Darmi,10000.0,382390.0,0.0,Pemasukan,382390.0,Pembayaran lunas
427.0,2024-10-21,Pak Budi,H 5678 XY,Cuci Truk,8400.0,0.0,125274.0,Pengeluaran,-125274.0,Biaya cuci truk
428.0,2024-10-22,Pak Rudi,H 1111 AA,Depot Air Sehat,8000.0,352522.0,0.0,Pemasukan,352522.0,Pembayaran lunas
429.0,2024-10-22,Pak Hendra,H 4444 DD,Warung Makan Sari Rasa,6000.0,328584.0,0.0,Pemasukan,328584.0,Pembayaran lunas
430.0,2024-10-23,Pak Andi,H 1234 CD,Warung Lesehan Berkah,10000.0,387697.0,0.0,Pemasukan,387697.0,Pembayaran lunas
431.0,2024-10-23,Pak Eko,H 1111 AA,Depot Tirta Jaya,6000.0,348709.0,0.0,Pemasukan,348709.0,Pembayaran lunas
432.0,2024-10-23,Pak Eko,H 1111 AA,Toko Maju Jaya,10000.0,378816.0,0.0,Pemasukan,378816.0,Pembayaran lunas
433.0,2024-10-24,Pak Dedi,H 1234 CD,Depot Tirta Jaya,6000.0,399794.0,0.0,Pemasukan,399794.0,Pembayaran lunas
434.0,2024-10-24,Pak Rudi,H 1111 AA,Depot Tirta Jaya,8000.0,347893.0,0.0,Pemasukan,347893.0,Pembayaran lunas
435.0,2024-10-25,Pak Budi,H 3333 CC,Toko Sumber Rejeki,10000.0,324395.0,0.0,Pemasukan,324395.0,Pembayaran lunas
436.0,2024-10-25,Pak Andi,H 1111 AA,Toko Maju Jaya,8400.0,0.0,113209.0,Pengeluaran,-113209.0,Biaya servis mesin
437.0,2024-10-25,Pak Joko,H 1234 CD,Warung Bu Darmi,6000.0,309971.0,0.0,Pemasukan,309971.0,Pembayaran lunas
438.0,2024-10-26,Pak Dedi,H 5678 XY,Warung Bu Darmi,6000.0,310706.0,0.0,Pemasukan,310706.0,Pembayaran lunas
439.0,2024-10-26,Pak Budi,H 2222 BB,Warung Bu Darmi,10000.0,369442.0,0.0,Pemasukan,369442.0,Pembayaran lunas
440.0,2024-10-26,Pak Budi,H 2222 BB,Depot Air Segar,10000.0,325129.0,0.0,Pemasukan,325129.0,Pembayaran lunas
441.0,2024-10-26,Pak Rudi,H 2222 BB,Warung Bu Darmi,6000.0,312559.0,0.0,Pemasukan,312559.0,Pembayaran lunas
442.0,2024-10-27,Pak Andi,H 2222 BB,Toko Maju Jaya,6000.0,351289.0,0.0,Pemasukan,351289.0,Pembayaran lunas
443.0,2024-10-27,Pak Eko,H 5678 XY,Toko Maju Jaya,10000.0,344201.0,0.0,Pemasukan,344201.0,Pembayaran lunas
444.0,2024-10-27,Pak Slamet,H 1234 CD,Servis Mesin,8400.0,0.0,186294.0,Pengeluaran,-186294.0,Biaya servis mesin
445.0,2024-10-28,Pak Joko,H 5678 XY,Depot Air Segar,8000.0,325748.0,0.0,Pemasukan,325748.0,Pembayaran lunas
446.0,2024-10-28,Pak Budi,H 5678 XY,Cuci Truk,8400.0,0.0,69882.0,Pengeluaran,-69882.0,Biaya cuci truk
447.0,2024-10-28,Pak Joko,H 2222 BB,Ganti Oli,8400.0,0.0,133425.0,Pengeluaran,-133425.0,Biaya ganti oli
448.0,2024-10-29,Pak Eko,H 1111 AA,Depot Air Sehat,10000.0,336532.0,0.0,Pemasukan,336532.0,Pembayaran lunas
449.0,2024-10-29,Pak Eko,H 5678 XY,Warung Bu Darmi,6000.0,342564.0,0.0,Pemasukan,342564.0,Pembayaran lunas
450.0,2024-10-29,Pak Slamet,H 1234 CD,Warung Lesehan Berkah,10000.0,315080.0,0.0,Pemasukan,315080.0,Pembayaran lunas
451.0,2024-10-30,Pak Rudi,H 3333 CC,Perbaikan Ban,8400.0,0.0,113410.0,Pengeluaran,-113410.0,Biaya perbaikan ban
452.0,2024-10-30,Pak Slamet,H 1111 AA,Toko Sumber Rejeki,8000.0,287386.0,0.0,Pemasukan,287386.0,Pembayaran lunas
453.0,2024-10-31,Pak Budi,H 3333 CC,Ganti Oli,8400.0,0.0,88471.0,Pengeluaran,-88471.0,Biaya ganti oli
454.0,2024-10-31,Pak Eko,H 5678 XY,Depot Air Segar,8000.0,341676.0,0.0,Pemasukan,341676.0,Pembayaran lunas
455.0,2024-10-31,Pak Slamet,H 5678 XY,Depot Tirta Jaya,8000.0,291007.0,0.0,Pemasukan,291007.0,Pembayaran lunas
456.0,2024-10-31,Pak Eko,H 2222 BB,Depot Tirta Jaya,10000.0,399675.0,0.0,Pemasukan,399675.0,Pembayaran lunas
457.0,2024-11-01,Pak Andi,H 5678 XY,Toko Maju Jaya,10000.0,300451.0,0.0,Pemasukan,300451.0,Pembayaran lunas
458.0,2024-11-01,Pak Rudi,H 3333 CC,Warung Bu Darmi,10000.0,309881.0,0.0,Pemasukan,309881.0,Pembayaran lunas
459.0,2024-11-01,Pak Joko,H 1111 AA,Warung Makan Sari Rasa,8000.0,327088.0,0.0,Pemasukan,327088.0,Pembayaran lunas
460.0,2024-11-02,Pak Andi,H 5678 XY,Warung Bu Darmi,10000.0,354845.0,0.0,Pemasukan,354845.0,Pembayaran lunas
461.0,2024-11-02,Pak Joko,H 1111 AA,Warung Makan Sari Rasa,6000.0,370917.0,0.0,Pemasukan,370917.0,Pembayaran lunas
462.0,2024-11-02,Pak Eko,H 4444 DD,Toko Maju Jaya,8000.0,360303.0,0.0,Pemasukan,360303.0,Pembayaran lunas
463.0,2024-11-03,Pak Hendra,H 1234 CD,Isi Solar,8400.0,0.0,192469.0,Pengeluaran,-192469.0,Biaya isi solar
464.0,2024-11-03,Pak Eko,H 1234 CD,Warung Lesehan Berkah,6000.0,293802.0,0.0,Pemasukan,293802.0,Pembayaran lunas
465.0,2024-11-03,Pak Andi,H 1234 CD,Depot Air Segar,6000.0,347804.0,0.0,Pemasukan,347804.0,Pembayaran lunas
466.0,2024-11-04,Pak Hendra,H 3333 CC,Depot Air Segar,6000.0,352994.0,0.0,Pemasukan,352994.0,Pembayaran lunas
467.0,2024-11-04,Pak Joko,H 1111 AA,Toko Maju Jaya,6000.0,301218.0,0.0,Pemasukan,301218.0,Pembayaran lunas
468.0,2024-11-04,Pak Joko,H 2222 BB,Ganti Oli,8400.0,0.0,230821.0,Pengeluaran,-230821.0,Biaya ganti oli
469.0,2024-11-04,Pak Budi,H 5678 XY,Warung Makan Sari Rasa,6000.0,371304.0,0.0,Pemasukan,371304.0,Pembayaran lunas
470.0,2024-11-05,Pak Joko,H 5678 XY,Warung Makan Sari Rasa,6000.0,333732.0,0.0,Pemasukan,333732.0,Pembayaran lunas
471.0,2024-11-05,Pak Hendra,H 1234 CD,Depot Air Sehat,10000.0,295184.0,0.0,Pemasukan,295184.0,Pembayaran lunas
472.0,2024-11-06,Pak Dedi,H 1111 AA,Depot Air Sehat,10000.0,368716.0,0.0,Pemasukan,368716.0,Pembayaran lunas
473.0,2024-11-06,Pak Budi,H 5678 XY,Toko Maju Jaya,8000.0,378197.0,0.0,Pemasukan,378197.0,Pembayaran lunas
474.0,2024-11-06,Pak Slamet,H 1111 AA,Warung Makan Sari Rasa,6000.0,321122.0,0.0,Pemasukan,321122.0,Pembayaran lunas
475.0,2024-11-07,Pak Rudi,H 4444 DD,Depot Tirta Jaya,8000.0,398628.0,0.0,Pemasukan,398628.0,Pembayaran lunas
476.0,2024-11-07,Pak Budi,H 4444 DD,Warung Lesehan Berkah,6000.0,389018.0,0.0,Pemasukan,389018.0,Pembayaran lunas
477.0,2024-11-08,Pak Joko,H 1234 CD,Ganti Oli,8400.0,0.0,212510.0,Pengeluaran,-212510.0,Biaya ganti oli
478.0,2024-11-08,Pak Budi,H 3333 CC,Toko Maju Jaya,6000.0,360841.0,0.0,Pemasukan,360841.0,Pembayaran lunas
479.0,2024-11-08,Pak Eko,H 2222 BB,Warung Bu Darmi,8000.0,355757.0,0.0,Pemasukan,355757.0,Pembayaran lunas
480.0,2024-11-09,Pak Dedi,H 1111 AA,Depot Air Segar,8000.0,322951.0,0.0,Pemasukan,322951.0,Pembayaran lunas
481.0,2024-11-09,Pak Joko,H 2222 BB,Depot Air Sehat,10000.0,308149.0,0.0,Pemasukan,308149.0,Pembayaran lunas
482.0,2024-11-09,Pak Joko,H 3333 CC,Warung Lesehan Berkah,6000.0,305147.0,0.0,Pemasukan,305147.0,Pembayaran lunas
483.0,2024-11-10,Pak Hendra,H 1234 CD,Warung Makan Sari Rasa,8000.0,318733.0,0.0,Pemasukan,318733.0,Pembayaran lunas
484.0,2024-11-10,Pak Dedi,H 4444 DD,Depot Air Segar,6000.0,325445.0,0.0,Pemasukan,325445.0,Pembayaran lunas
485.0,2024-11-11,Pak Hendra,H 4444 DD,Isi Solar,8400.0,0.0,124741.0,Pengeluaran,-124741.0,Biaya isi solar
486.0,2024-11-11,Pak Joko,H 4444 DD,Warung Makan Sari Rasa,10000.0,373168.0,0.0,Pemasukan,373168.0,Pembayaran lunas
487.0,2024-11-11,Pak Budi,H 4444 DD,Warung Lesehan Berkah,10000.0,377378.0,0.0,Pemasukan,377378.0,Pembayaran lunas
488.0,2024-11-11,Pak Rudi,H 1234 CD,Depot Tirta Jaya,10000.0,375868.0,0.0,Pemasukan,375868.0,Pembayaran lunas
489.0,2024-11-12,Pak Andi,H 1234 CD,Perbaikan Ban,8400.0,0.0,172431.0,Pengeluaran,-172431.0,Biaya perbaikan ban
490.0,2024-11-12,Pak Eko,H 5678 XY,Depot Air Segar,6000.0,322579.0,0.0,Pemasukan,322579.0,Pembayaran lunas
491.0,2024-11-12,Pak Slamet,H 1234 CD,Servis Mesin,8400.0,0.0,231399.0,Pengeluaran,-231399.0,Biaya servis mesin
492.0,2024-11-13,Pak Rudi,H 4444 DD,Toko Sumber Rejeki,8000.0,306526.0,0.0,Pemasukan,306526.0,Pembayaran lunas
493.0,2024-11-13,Pak Rudi,H 1234 CD,Warung Lesehan Berkah,6000.0,354551.0,0.0,Pemasukan,354551.0,Pembayaran lunas
494.0,2024-11-13,Pak Budi,H 1234 CD,Toko Maju Jaya,6000.0,363743.0,0.0,Pemasukan,363743.0,Pembayaran lunas
495.0,2024-11-13,Pak Eko,H 4444 DD,Warung Makan Sari Rasa,6000.0,320340.0,0.0,Pemasukan,320340.0,Pembayaran lunas
496.0,2024-11-14,Pak Hendra,H 1111 AA,Warung Makan Sari Rasa,10000.0,331511.0,0.0,Pemasukan,331511.0,Pembayaran lunas
497.0,2024-11-14,Pak Slamet,H 2222 BB,Depot Tirta Jaya,6000.0,395202.0,0.0,Pemasukan,395202.0,Pembayaran lunas
498.0,2024-11-14,Pak Eko,H 4444 DD,Isi Solar,8400.0,0.0,156609.0,Pengeluaran,-156609.0,Biaya isi solar
499.0,2024-11-14,Pak Andi,H 5678 XY,Depot Air Segar,8000.0,367649.0,0.0,Pemasukan,367649.0,Pembayaran lunas
500.0,2024-11-15,Pak Dedi,H 1234 CD,Isi Solar,8400.0,0.0,234388.0,Pengeluaran,-234388.0,Biaya isi solar
501.0,2024-11-15,Pak Hendra,H 5678 XY,Warung Makan Sari Rasa,6000.0,329499.0,0.0,Pemasukan,329499.0,Pembayaran lunas
502.0,2024-11-16,Pak Joko,H 4444 DD,Depot Air Segar,10000.0,331554.0,0.0,Pemasukan,331554.0,Pembayaran lunas
503.0,2024-11-16,Pak Rudi,H 2222 BB,Ganti Oli,8400.0,0.0,160213.0,Pengeluaran,-160213.0,Biaya ganti oli
504.0,2024-11-16,Pak Slamet,H 1234 CD,Depot Air Segar,10000.0,295474.0,0.0,Pemasukan,295474.0,Pembayaran lunas
505.0,2024-11-16,Pak Joko,H 2222 BB,Toko Maju Jaya,6000.0,309672.0,0.0,Pemasukan,309672.0,Pembayaran lunas
506.0,2024-11-17,Pak Andi,H 1234 CD,Toko Maju Jaya,8000.0,302789.0,0.0,Pemasukan,302789.0,Pembayaran lunas
507.0,2024-11-17,Pak Eko,H 3333 CC,Servis Mesin,8400.0,0.0,165802.0,Pengeluaran,-165802.0,Biaya servis mesin
508.0,2024-11-18,Pak Slamet,H 1111 AA,Depot Air Segar,8000.0,389597.0,0.0,Pemasukan,389597.0,Pembayaran lunas
509.0,2024-11-18,Pak Joko,H 4444 DD,Warung Makan Sari Rasa,10000.0,323230.0,0.0,Pemasukan,323230.0,Pembayaran lunas
510.0,2024-11-18,Pak Joko,H 1111 AA,Toko Maju Jaya,10000.0,379867.0,0.0,Pemasukan,379867.0,Pembayaran lunas
511.0,2024-11-18,Pak Joko,H 1234 CD,Warung Makan Sari Rasa,10000.0,371406.0,0.0,Pemasukan,371406.0,Pembayaran lunas
512.0,2024-11-19,Pak Rudi,H 4444 DD,Depot Air Sehat,8000.0,329909.0,0.0,Pemasukan,329909.0,Pembayaran lunas
513.0,2024-11-19,Pak Dedi,H 1234 CD,Toko Sumber Rejeki,6000.0,311690.0,0.0,Pemasukan,311690.0,Pembayaran lunas
514.0,2024-11-20,Pak Eko,H 2222 BB,Warung Bu Darmi,10000.0,374734.0,0.0,Pemasukan,374734.0,Pembayaran lunas
515.0,2024-11-20,Pak Andi,H 3333 CC,Ganti Oli,8400.0,0.0,184694.0,Pengeluaran,-184694.0,Biaya ganti oli
516.0,2024-11-20,Pak Joko,H 3333 CC,Toko Sumber Rejeki,6000.0,392713.0,0.0,Pemasukan,392713.0,Pembayaran lunas
517.0,2024-11-21,Pak Dedi,H 3333 CC,Depot Air Segar,6000.0,356650.0,0.0,Pemasukan,356650.0,Pembayaran lunas
518.0,2024-11-21,Pak Hendra,H 1111 AA,Warung Bu Darmi,8000.0,360194.0,0.0,Pemasukan,360194.0,Pembayaran lunas
519.0,2024-11-22,Pak Joko,H 1111 AA,Depot Air Segar,8000.0,294959.0,0.0,Pemasukan,294959.0,Pembayaran lunas
520.0,2024-11-22,Pak Budi,H 5678 XY,Isi Solar,8400.0,0.0,215694.0,Pengeluaran,-215694.0,Biaya isi solar
521.0,2024-11-22,Pak Andi,H 4444 DD,Perbaikan Ban,8400.0,0.0,100120.0,Pengeluaran,-100120.0,Biaya perbaikan ban
522.0,2024-11-22,Pak Dedi,H 3333 CC,Warung Bu Darmi,10000.0,336049.0,0.0,Pemasukan,336049.0,Pembayaran lunas
523.0,2024-11-23,Pak Eko,H 5678 XY,Toko Maju Jaya,8000.0,393916.0,0.0,Pemasukan,393916.0,Pembayaran lunas
524.0,2024-11-23,Pak Slamet,H 1111 AA,Toko Sumber Rejeki,6000.0,363687.0,0.0,Pemasukan,363687.0,Pembayaran lunas
525.0,2024-11-24,Pak Eko,H 4444 DD,Toko Sumber Rejeki,6000.0,370927.0,0.0,Pemasukan,370927.0,Pembayaran lunas
526.0,2024-11-24,Pak Eko,H 1111 AA,Warung Bu Darmi,8000.0,394046.0,0.0,Pemasukan,394046.0,Pembayaran lunas
527.0,2024-11-24,Pak Andi,H 4444 DD,Warung Makan Sari Rasa,8000.0,312643.0,0.0,Pemasukan,312643.0,Pembayaran lunas
528.0,2024-11-24,Pak Hendra,H 5678 XY,Cuci Truk,8400.0,0.0,85966.0,Pengeluaran,-85966.0,Biaya cuci truk
529.0,2024-11-25,Pak Rudi,H 1234 CD,Warung Makan Sari Rasa,10000.0,379569.0,0.0,Pemasukan,379569.0,Pembayaran lunas
530.0,2024-11-25,Pak Joko,H 2222 BB,Warung Lesehan Berkah,6000.0,316505.0,0.0,Pemasukan,316505.0,Pembayaran lunas
531.0,2024-11-25,Pak Joko,H 1234 CD,Servis Mesin,8400.0,0.0,231409.0,Pengeluaran,-231409.0,Biaya servis mesin
532.0,2024-11-25,Pak Dedi,H 3333 CC,Depot Air Segar,6000.0,340339.0,0.0,Pemasukan,340339.0,Pembayaran lunas
533.0,2024-11-26,Pak Andi,H 4444 DD,Depot Air Segar,10000.0,319687.0,0.0,Pemasukan,319687.0,Pembayaran lunas
534.0,2024-11-26,Pak Andi,H 5678 XY,Warung Lesehan Berkah,8000.0,339460.0,0.0,Pemasukan,339460.0,Pembayaran lunas
535.0,2024-11-27,Pak Joko,H 3333 CC,Warung Lesehan Berkah,10000.0,343984.0,0.0,Pemasukan,343984.0,Pembayaran lunas
536.0,2024-11-27,Pak Dedi,H 5678 XY,Warung Lesehan Berkah,6000.0,378626.0,0.0,Pemasukan,378626.0,Pembayaran lunas
537.0,2024-11-27,Pak Eko,H 2222 BB,Ganti Oli,8400.0,0.0,121241.0,Pengeluaran,-121241.0,Biaya ganti oli
538.0,2024-11-27,Pak Budi,H 1111 AA,Depot Tirta Jaya,6000.0,333542.0,0.0,Pemasukan,333542.0,Pembayaran lunas
539.0,2024-11-28,Pak Hendra,H 3333 CC,Warung Lesehan Berkah,6000.0,329751.0,0.0,Pemasukan,329751.0,Pembayaran lunas
540.0,2024-11-28,Pak Joko,H 4444 DD,Toko Maju Jaya,6000.0,343246.0,0.0,Pemasukan,343246.0,Pembayaran lunas
541.0,2024-11-28,Pak Slamet,H 1111 AA,Depot Air Sehat,6000.0,358867.0,0.0,Pemasukan,358867.0,Pembayaran lunas
542.0,2024-11-29,Pak Rudi,H 1234 CD,Cuci Truk,8400.0,0.0,201656.0,Pengeluaran,-201656.0,Biaya cuci truk
543.0,2024-11-29,Pak Eko,H 4444 DD,Depot Air Segar,10000.0,340572.0,0.0,Pemasukan,340572.0,Pembayaran lunas
544.0,2024-11-29,Pak Eko,H 3333 CC,Servis Mesin,8400.0,0.0,120327.0,Pengeluaran,-120327.0,Biaya servis mesin
545.0,2024-11-29,Pak Rudi,H 3333 CC,Servis Mesin,8400.0,0.0,77084.0,Pengeluaran,-77084.0,Biaya servis mesin
546.0,2024-11-30,Pak Eko,H 1234 CD,Depot Air Sehat,6000.0,386285.0,0.0,Pemasukan,386285.0,Pembayaran lunas
547.0,2024-11-30,Pak Dedi,H 1234 CD,Warung Lesehan Berkah,10000.0,370916.0,0.0,Pemasukan,370916.0,Pembayaran lunas
548.0,2024-12-01,Pak Rudi,H 1234 CD,Warung Makan Sari Rasa,10000.0,297688.0,0.0,Pemasukan,297688.0,Pembayaran lunas
549.0,2024-12-01,Pak Andi,H 1111 AA,Servis Mesin,8400.0,0.0,82795.0,Pengeluaran,-82795.0,Biaya servis mesin
550.0,2024-12-02,Pak Andi,H 1234 CD,Toko Maju Jaya,6000.0,342372.0,0.0,Pemasukan,342372.0,Pembayaran lunas
551.0,2024-12-02,Pak Budi,H 1111 AA,Toko Sumber Rejeki,8000.0,297393.0,0.0,Pemasukan,297393.0,Pembayaran lunas
552.0,2024-12-02,Pak Joko,H 3333 CC,Depot Air Sehat,8000.0,398301.0,0.0,Pemasukan,398301.0,Pembayaran lunas
553.0,2024-12-03,Pak Budi,H 5678 XY,Servis Mesin,8400.0,0.0,84234.0,Pengeluaran,-84234.0,Biaya servis mesin
554.0,2024-12-03,Pak Rudi,H 1111 AA,Toko Maju Jaya,8000.0,293476.0,0.0,Pemasukan,293476.0,Pembayaran lunas
555.0,2024-12-04,Pak Andi,H 1234 CD,Isi Solar,8400.0,0.0,112272.0,Pengeluaran,-112272.0,Biaya isi solar
556.0,2024-12-04,Pak Dedi,H 1111 AA,Depot Air Sehat,10000.0,360667.0,0.0,Pemasukan,360667.0,Pembayaran lunas
557.0,2024-12-04,Pak Budi,H 2222 BB,Isi Solar,8400.0,0.0,183515.0,Pengeluaran,-183515.0,Biaya isi solar
558.0,2024-12-05,Pak Joko,H 5678 XY,Depot Air Sehat,8000.0,329456.0,0.0,Pemasukan,329456.0,Pembayaran lunas
559.0,2024-12-05,Pak Joko,H 3333 CC,Toko Maju Jaya,8000.0,361254.0,0.0,Pemasukan,361254.0,Pembayaran lunas
560.0,2024-12-05,Pak Joko,H 2222 BB,Isi Solar,8400.0,0.0,89315.0,Pengeluaran,-89315.0,Biaya isi solar
561.0,2024-12-06,Pak Hendra,H 3333 CC,Toko Maju Jaya,8000.0,290961.0,0.0,Pemasukan,290961.0,Pembayaran lunas
562.0,2024-12-06,Pak Andi,H 1111 AA,Depot Tirta Jaya,8000.0,301677.0,0.0,Pemasukan,301677.0,Pembayaran lunas
563.0,2024-12-06,Pak Joko,H 3333 CC,Ganti Oli,8400.0,0.0,69286.0,Pengeluaran,-69286.0,Biaya ganti oli
564.0,2024-12-06,Pak Joko,H 4444 DD,Isi Solar,8400.0,0.0,197387.0,Pengeluaran,-197387.0,Biaya isi solar
565.0,2024-12-07,Pak Dedi,H 1111 AA,Depot Air Sehat,10000.0,367105.0,0.0,Pemasukan,367105.0,Pembayaran lunas
